,cleaned_text,target
8644,least 56 people dead pakistani administered kashmir neelumvalley avalanche hit score house au,1
5788,new flood warning scotland orkney predicted highest water level 15 year,1
4261,vegetable price may soar 50 per cent grower face perfect storm bushfires drought abc news,0
2353,today adverse event caused passion relentlessness happened today new jersey,0
3044,1986 burlington biggest affordable housing complex almost converted luxury housing mayor sander said,0
5020,close 36000 person evacuated due taal eruption ocd,1
8987,nowplaying collegeundergroundradio seismic anamoly omg,0
5167,eyewitness alive even yesterday another homicide,0
10523,school brace five year upheaval triumphant party gove heart melissa benn,0
10273,please date responsibly please dont passing trust issue trauma around please take time heal,0
7620,get nuclear industry pay utah privilege building biggest reactor country use,0
8388,uttarpradesh government sends first list 5000 refugee home ministry citizenship caa2019,1
9186,new page tornado siren bye,0
1709,idea many kind bombing burning building mullah iran middle east,0
2120,modishah govts anti people anti labour policy created catastrophic unemployment amp weakening psus,0
10095,dev severe thunderstorm warning 111 830am cst franklin,1
4066,side side comparison fire devastation kangaroo island australia,1
7179,many iranian star sport journalist break rank denounce regime lying cynicism protest,0
98,two quake magnitude say one others preshock aftershock one obv,0
8309,ramguha 4 lakh kashmiri pandits flee v,0
6428,yes need strengthening border amp limiting legal amp illegal immigration hope l,0
11120,animated short lion hunting absolutely wreck sign petition,0
5811,shit day saw good grief comedian bear f,0
8822,dsp kashmiri muslim name arnab navika sudhir amp co would screamed split tv screen,0
9603,heartbreaking aged mother father walk mile reach hospital faryab son used amb,1
9367,4 evil storm storm around night alight lightning glow,0
538,attack local journalist,0
10142,tornado storm strike north south carolina,1
10667,flexing line didnt leave whole kid war zone,0
8143,wolverine quarantine op please nerf kappa lost right arm getting stuck terrain force,0
6205,please note pic sunday used cause air toxic sunday tiny bit le ha,0
4432,two drowning people cant save,0
10406,part cunning plan devious like,0
9691,extra martial affair gay part could,0
8464,heart happy knowing animal rescued,0
2365,word ausopen2020 qualifier collapsed coughing fit melbournesmoke last year morrison rushed ten,0
6972,win landslide dems making easy,0
3233,one biggest meteorite crash earth history flung debris across 3 continent 800000 year ago scientist finally,0
847,martin tebbutts farm bilpin completely charred gospers mountain blaze ripped area dec,1
4581,m24 quake causing weak shaking near culverden,1
8130,quarantine official facing criticism allegedly causing damage imjin river ecosystem spreading,0
1690,australia burning worst yet come 24 people dead 500 million animal dead 8000 koala dead 55 mi,1
8699,parent ruin day hour later act like nothing ever happened youre shit mood,0
7483,taholah cant catch break first mudslide close main road town earlier last week,0
3296,sure digging deluge hypercriticism perpetually hounding significant female candidate presi,0
1484,bullying bad come finally got bangtan bomb sub,0
1564,lavrov libyan statehood bombed nato 2011 libyan still facing consequence illeg,1
8483,part ukrainian rescuer returning iran major part stay iran nsdc secretary,1
10126,national weather service said wind fast 120 mph tornado hit school,1
5198,watauga county several road damaged heavy rain weekend work done today make repair,1
6744,injuriesapart ali salah keita ox fabinho lovren matip milner shaq literally 2 fit cent,0
2111,girl catastrophic thinking,0
6017,shakira doesnt perform ojos asi super bowl,0
6564,master system monday choplifter 1986 sega pilot went behind enemy line order rescue hostage prisoner,1
8523,thank kelly rescuer harrowing task,0
11088,sequel wreck ralph named ralph break internet ralph wreck internet seems like,0
6677,breaking huge sinkhole swallow bus northwest china least 6 dead 16 injured 4 missing,1
10953,got interview iconic raised one million dollar australian fire relief,0
4540,ran runner dust storm said keep eye peeled heard there coursing pounder quarry,0
6220,dalila jakupovic forced retire australian open qualifier suffering coughing fit,1
2699,update pentagon official u intelligence official iraqi intelligence official say ukrainian flight cr,1
4756,wonder quality melbourne air would 18 month pm taken home affair advice,0
8626,yes everyone equal braking hinduo se ajadi rioting india dont respect,0
5826,venice run dry gondola stranded mud two month severe flooding venice gondola flooding beached,1
8977,never going maintain seismic level irish felt dumb pinning support,0
10218,shes extremely easy gull confrontation result realizing late shes,0
719,beinspired nonfiction british soldier journey depth mentalillness number traumatic life,0
9354,sudden blowing snowfall pummeled much british columbia sunday knocking power thousand wreaking havoc,1
2663,wish chhapaak crashed badly subject like must discussed film deepikas co,0
8875,red tip actually touch hair hhhhh screaming,0
9416,yeah mean paid cook like one obviously concussion problem drop werea,0
9663,jesus r4today sunk new low robinson asking fox whether civil service cant see actively seek,0
3764,glorious hiu provides great service desolate world,0
8526,read article rescuing dehydrated koala pour water mouth water go l,0
10236,professor icarus 2015 charming manipulative cagey ended trapped ley line seemed pretty chi,0
5596,nwsbirmingham take break weather waiting rain week wanted say huge thank broad,0
7401,downing ukrainian plane amp killing innocent people iran didnt call military secret imp,1
8559,theworlddetective france riot police attack worker strike also attack reporting,1
8786,customer really annoys bos watching distance,0
2783,speak speak ensure justice crushed proverb 318,0
1636,collapse route 14 coamo puerto rico hanging bridge,0
10748,mean splatoon weapon,0
7402,rare victory israeli military court judge acquits palestinian human right defender mohammed khatib charge,0
1687,run burning building dipshit help u job lol,0
5626,one let u rise renewed effort reach 11 boy dream dream let u give fight wit,0
5907,student partnering corvids replant forest fire via,0
1550,excellent panel putting historicalregionalglobal context iran iraquae yemen israel amp course,0
7726,first establish parallel state second neutralize internal threat third stay hidden gain strength fourth,0
11070,ha yoonbin ben wound official mv via,0
4662,uttar pradesh police electrocuted falsely arrested giving legal aid anticaa protestors kota lawyer india new,1
10050,nw blacksburg nwsblacksburg severe thunderstorm warning including keysville va charlotte court house va,1
8909,brb screaming,0
5992,hail feminism,0
9227,next nothing smoke soz,0
3347,please read callevery single call matter change mind representative remember vote,0
8939,last one really scream edgy kid 2012,0
8623,refer honestly communally charged violence islamdriv,0
8931,thunderlips want u listen treat adult scream dare u,0
7863,defines eastern edge amp direct drift spillage strong westerli,0
3518,sale contract signed deal done ask much else expected dil,0
5932,so logging must cease immediately 2030 plan must scrapped immediate end must made protect little na,0
9870,least admit soleimani quds force amp iran causing terrorism amp violence decade,0
7376,breaking british pm say want military conflict west iran,0
3826,01142020 085102 destroy tiny banana,0
5760,ceo justin butler phd presenting space connect london tomorrow free attend space applica,0
8400,refugee refused visa visa cancelled character ground could challenge government de,0
2911,said would bring justice damage already done painful think much pain,0
10128,chart give indication busy typhoon transition tornado lightning,0
7056,streak lightning blazed column ash amid taalvolcano eruption seen nasugbu batangas sunday ev,1
8415,financial crisis solved imposing capital control capital control work set rigorous system,0
7002,taal volcano philippine could spew lava ash week authority warned leaving thousand limbo,1
2889,wupy crimson inventor super mega death cyclone,0
9826,year mark 20th anniversary trafficking victim protection act fbi take victimcentered approach,0
5191,look believer justify scriptu,0
3193,midwifemonday exactly midwifery skilled knowledgeable compassionate care provided throughout,0
5968,thunderstorm possible across tasmania wednesday afternoon warm humid smoky start day hail short,1
9306,god snowstorm blow dc,0
5935,pawcept australia amazon forest fire cheering ch,1
9977,ccp threat national security need dealt boycottchina,1
4599,yeah electrocute link,0
3056,avalanche pakistan kill 57 people,1
10756,miss weapon accuracy shit im shooting everything im laying cover fire im shooting wall im sho,0
10248,5 year ago today 150114 he unique selcas cute,0
6819,sport injury treatment ktape work passing fad,0
8280,must 500000 person die amp whole village razed anything concrete,0
10323,noted usa still statute limitation britain statute barred,0
10946,photographer shooting australia wildfire time captured devastation one click,1
4523,ran amy dust storm said wary heard there shambling fanger arena,0
2072,menopause musical 2 cruising menopause wednesday 18 march starring eastenders,0
8204,part problem happens absolute sincerity look exactly l,0
1016,went passively tolerating elizabeth warren actively hating know im one liz,0
8171,scent dead skin linoleum floor scent quarantine wing hospital,0
3999,hello harriet bree shall play game planted series bomb throughout mantle time,0
6009,imagine pokemon decides use sandstorm hailstorm sad reviver seed noise,0
2383,auspol pathetic govt move v coal collapsed master arsonistmineralcouncil govt,0
10426,find making excuse pray salah better realise soul serious trouble,0
7496,crew planning build bridge cyclist pedestrian near trail,0
4434,benefit follower twitter richer conversation multiple perspective sometimes perspective,0
7366,bung bob homeless education climate change food bank mental health service,0
4470,look around seems like everyone else shit together im drowning confusion tiredness,0
4137,yo oscar fucking dumb,0
1313,body part found bag coolock north dublin investigation still early stage gardai tre,1
132,anyone belief incident accident idiot airplane approx 3000 fee,0
8420,rescue centre open day plan,0
3177,bruuhh ikrrr dont want death also also try watching dr stone fire force also nice,0
485,yeah arson poor forest management climate change,0
4663,police electrocuted falsely arrested giving legal aid anticaa protestors kota lawyer india news,1
5132,story wont die 2 dog cane corsos,0
8109,12 northern state hisbah islamic police arrest prosecute southwest opc whether known,0
6588,unless told truth like dont know detail personally think sander misc,0
1209,nigerian military cadet cause hold expressway bloody civilian anything,0
985,mcr stans kid primary school bleeding theyd put cut mouth stop,0
1366,dont mind enemy youre enemy mine remember im gone match energy dont mind tak,0
3218,phe report increase death overdoses crack injection hiv hep c homelessness among people inject drug h,0
9770,good news cooky survived bad news everything else,0
7559,fact process start iowa 2020 red flag di,0
9350,dead af good tonightjust calm real storm saturday,0
858,420 blaze,0
7563,return fukushima inside ground zero nearly nine year nuclear disaster nbc nightly news,1
6077,first harm unless sponsor friend stand make ton cash fro,0
3077,stream death throe,0
7571,reading chernobyl 012340 incredible true story world worst nuclear disaster,1
830,hahdhufahanaelhi aalaathun balaa v bodu vaccine nudhinumakee bioterrorism ge amaleh kamah kanda alhan jehijje miha,0
9670,harry sunk point let wife trash one britain greatest ally realise,0
1621,nomination man spoke passionately bombing syria telling politics starmer rayner,0
1504,arrest made 2 separate bomb threat ofallon mo,0
11032,twentyone saudi military cadet expelled one cadet carried mass shooting pensacol,1
163,saying shooting airplane w innocent ppl accident bruh,1
4430,well read headline sure stomach reading entire articlei,0
5104,walked office set laptopbattery exploded,1
1529,ive yet see condemnation banner video organiser thi,0
6696,barca fan gather around valverde sacked suarez also injured lose match,0
7181,join u commemorate un holocaust remembrance day 29 january 7pm guest speaker omer bartov give lecture,0
2551,rt peterstefanovi2 rt suptandycox 1 year since last fatal collision a12 london time started,1
2222,sameish bit older jeopardy emergency broadcast system came im canadian,0
6526,sad state america democrat congress support iranian terrorist started 1979 iran took u,0
1659,mustve missed bridge collapse 95 connecticut police fire locally funde,0
8139,im sorrryyy ill quarantine tomorrow ive sneezing ever since got home,0
9263,chicago blizzardof1967 bad made lot money young whippersnapper,0
4073,actually dont like americano still baby taste perfect baby taste like seohyun heart p,0
9017,eruption update 1pm lava fountain reached 800m new fissure crack observed various town intens,1
3324,ive played dampd nearly fifteen year recently hesitantly,0
6953,greenland ice sheet melting much faster previous,1
9157,sleeping siren leave behind live electric ballroom,0
1977,ongoing australian bush fire 1 billion wild animal victim first grade biodiversity catastrop,1
9075,aint got ta move finger pinky linking whatever keep boat afloat ship sinking,0
8179,quarantine asshole,0
5041,vp leni robredo attends briefing bulwagan makulot san fernando air base lipa batangas visiting taa,0
5303,handled crisis embassy differently waited permission job,0
4834,hah know real reason silence govt new year eve without fanfar,0
4180,libya since onset armed conflict 04 april 2019 south tripoli least 29863 family approximately 149315,1
5713,gon na workout instead im laying floor listening music 2 hr feeling absolutely flattened messed monday,0
4422,supernatural s15 drowning jensen ackles via,0
2743,anyone friend crush ateez like want friend hang go lunch something,0
6174,retweet 5 second receive goodnews,0
7668,ironman would obliterate em,0
3019,washington national prospect fausto segura dead 23 motorcycle crash,1
3897,2 yr ago phoenix park main amphibian breeding site dredged amp completely destroyed permission,1
6262,im loving heat wave 10 degree anchorage ak even drove around window rolled yes 10,0
5203,rt butch hartman fantastic web found eyewitness 60 year domination shadow hedgehog,0
3774,incredible another intellectual desolate place,0
989,context major bleeding cat combat application tourniquet saying cat tourniquet example redundan,0
4978,lake volcano already spewing thick layer ash onto manila could violently erupt within hour day prompti,1
9400,film final scene feature numerous stretcherbearers trench noncombatant seen deftly negotiatin,0
4209,welcome refugee 75 million refugee around world living displaced person camp,0
5149,president duterte visiting area affected taal volcano explosion kainin ko pa yang ash fall na ya,1
2261,combine fact lan wangji realized wei ying wanted believe stepped ba,0
10076,severe weather outlook rest night get radar map wx news weather hail wind,1
7956,sister woke panic 333 thats crazy wow love u,0
4589,tfw gf electrocute,0
5961,modi fascist hitler wasnt either hail modi,0
37,gave u everything horrible foot infection wore one thong,0
4251,2012 carbon tax cost 44byr cost 2017now drought 12b 2012now cyclone 137b 201920 bushfires 5b 2012,0
7356,god love liberal preach hate blame supporter great 45th potus usa,0
10067,special weather statement thunderstorm heavy rain affect central pasquotank,1
2146,fire preceded hottest driest condition au history unless global reduction,1
5882,liberalism cancer forest fire burn everything touch evidence around,0
7884,new paper today ivermectin novel complementary malaria control tool reduce incidence prevalence mo,0
7858,scott pelley said he done 500 story 2020 one favorite interview mike wi,0
8787,screamed loudly,0
7589,least next nuclear disaster,0
4353,drown tube though,0
8230,thailand confirms first case mystery virus wuhan chinese woman quarantined,1
3354,demolish,0
9815,brilliant long overdue series short v watchable video featuring gulag survivor telling story,0
6398,woman know cant stand sander including would gladly vote warren p,0
520,mean sea sandwich,0
4284,john set trap around motorway hardshoulder catch rabbit cook camp fire he created,0
5812,strong wind heavy rain forecast today stormbrendan move west britain check,1
7617,congratulation eit innoenergy master school graduate eirik eide pettersen listed mit innovat,0
8999,keep walking away startup time energy,0
8065,police waiting forensic report come back filing new charge live th,0
11198,hell wrecked happens,0
4117,thanks seeing right disaster electing inexperienced celebrity,0
10041,significant weather advisory issued step thunderstorm warning incoming storm small hail frequen,1
8862,im big ok let sit amp talk shit typa person communication everything im never gon na com,0
1549,whenever shahidkapoor got injured shooting film film became super flop happened 5,0
3385,yes let build lego ot glazer demolish real one glazersout,0
2500,homer driving drunk collided bookmark tab,0
4128,127liveslost need speak president republic kenya road safety national disaster,0
10436,say learned lesson vow stay trouble,0
5831,citizen united wreaked havoc democracy democrat agree therefore better give thought 2 billionaire,0
4285,might go cabo taco tuesday drown skinny margarita,0
418,avalanche hit army amp bsf post 4 jawan rescued 1 jawan still missing bad weather hamper rescue operation http,1
6505,yes suck cant format hostage secondary market say,0
5516,think pyromaniac previous life cause love fire,0
1011,say dont understand blew cameraman panicking tae clearly cut different camer,0
8681,left try ruin career,0
10173,great tragedy climatecrisis seven half billion people must pay price,0
4291,grief come wave cant escape try drown,0
5841,say amazing job theyve made making flooding situation worse bubb lane,0
7368,research impeachment trump impeached senate remove office penny president trump,0
5609,didnt know first responder 911 pretty much die,0
9459,chicken shit get laid stretcher time,0
4146,call donation taal volcano eruptionashfall greeting shs mapans calling people willi,0
7450,avalanchelandslidemudslidevolleyfloodraintorrenttidesnowicerockwavecrackfaul,0
3981,eng often talk forest city coast rainforest see destroye,0
8693,clomantagh tower house co kilkenny viewed 13th century church ruin oak timber tower house,0
10887,animal affected australia wild fire need lot help coming bush looking fo,0
4052,tpd freddys puppy walker rod devastated ill health mean longer give tpd freddy exercise,0
8629,en masse throughout following night rioting lesbian leader newly emerg,0
10993,wont much break across southern uk another storm system race region tuesday,1
8532,thank rescuer break heart much theyd leave first place,0
9225,got smoke got gum,0
8622,british tank street bloody rioting calcutta hindu muslim 1946,1
2044,count 80 sir surprisingly pak army casualty,0
509,arsonist turn fire extinguisher,0
1836,gap teeth look likenot burned boli torolate teeth come peace 4daystotitanscollections,0
8509,fire people pop feel like way monitoring staf,0
594,stone throwing killed palestinian mother 8 recognized terror attack,1
4757,plan reduce apd scrapped declaration climate emergency scottish governm,0
8661,u base attack iran keen american iraqi aware strike occurred,0
402,75 reply 4 minute army youre boywithluv bestmusicvideo iheartawards,0
4821,true mess abuse emergency service become common place,0
8224,know youve struck nerve reply start getting quarantined,0
4399,told sky thought owned star moon sun thought would rule everythin,0
6895,please join partner share traditional healing tool process sankofa inspired sound bath,0
10351,child forever traumatised pimplyfaced braindead neoliberal auspol,0
7667,obliterate one,0
8258,alert let get plant city,0
75,quick comparison ongoing 2020 m64 puerto rico earthquake sequence 2003 m65 central california sequenc,1
3514,comment rather question q1 provision made,0
4377,drowned would normal bull shit great bloke would never hurt anyone,0
8900,love cry inside screaming fuck love,0
8920,yes still hyped buildplate kinda boring also pretty,0
2100,watching catastrophe episode 2 season 4 tripping joke rob made hed like princess,0
10994,wont much break across southern uk another storm system race region tuesda,1
2313,here box thought he found who responsible mum murder,0
10366,jay traumatised lemonade didnt want even touch meghan hugging,0
11175,deceased trucker found wreckage went unnoticed 24 hour,1
1831,need flybe fly u cornwall london gentle reminder area good part uk burned australia ov,0
2462,sgt david edward lloyd one killed collided another spitfire hayes,0
4885,engulfed soul youre next,0
10699,stolen fav least epalbum airplane convos float silver black light easter egg chr,0
2566,starter prc cg amp ph cg discus whether fleet fully implemented respe,0
165,murderous friend shoot airplane accident killing around 200 innocent people wa,1
1618,pt opposition photojournalist seen reacting rashideen bombing l rescuing injured child r fr,0
9953,sharing pic worked previously giving threat call amp message whatsapp day made vide,0
7780,prepare obliterated,0
9911,one week watched democrat attack man stopped church shooting mourn death iranian terrorist,0
6706,shocking animal equality release horrific investigative footage supplier summit calf ranch showing,0
678,srinagar bsf jawan lost life six others rescued avalanche along line control loc ka,1
6644,wake hurricane harvey grew volunteer base 8 83000 rebuild houston u,1
8560,bottom line sex trafficking addressed well access porn minor kink shame,0
10611,stormbrendan thousand without power storm brings violent wind,1
824,sandwich bioterrorism,0
4252,fair go putting evidence drought climate change spade anyone see,0
10446,nyahhahhahaha tongue twister,0
6693,man boogie didnt abuse dog literally went bit dog exactly,0
9961,main news trump lied imminent threat,0
5265,eu continues suicidal action inflexible approach likely fatal principal brexit latest,0
2546,west valley la11898 sr118 e i405 n trfc collisionunkn inj,1
627,kind illusion bernie consistently attacked medium othe,0
3082,curative petition two convict nirbhayacase challenging death sentence dismissed supreme court final,0
11089,thecirclenetflix look dumb im gon na watch one episode see train wreck five episode la,0
4518,seriously trying get help contractor 1 getting lead dust ov,0
9958,trump doesnt really matter soleimani posed imminent threat,1
9209,drive car youre 7 drink beer youre 7 smoke cigarette youre,0
10732,update iranusiraq iran denies missile hit eu want ind investigation iraq pm pompeo want u withdrawal mech,1
9706,ill survive somehow thing always get better,0
9998,biden official quote know vladimir putin also see joe biden threat say andrew bates,0
1656,hopefully bridge doesnt collapse im crossing,0
5378,savage fatality,0
2703,fix charls left game crashed geeprincessbeer,0
811,nice called supporting bioterrorism,0
2674,seventyseven year vanished coast hawaii world war ii fighter discovered 9news,0
1545,fucked kid bombed jim,0
10988,2 second singing nose trim nose hair first hear,0
8901,im screaming,0
8056,yo got luckiest break got room glitch event block frame one reservation fo,0
2646,story modernwarfare crash every single moment lose progression gold camo dev,0
9427,image show heroic female flight attendant carrying sick passenger back waiting ambulance beca,0
3009,moscowmitch clearly present danger u constitution,0
5359,im sure understands problem alternative,0
1588,50 dead silly performative funeral victim u bombing passenger jet shot 180 board,0
4568,earthquake felt part calabarzon metro manila detail follow,1
7888,chinese scientist investigating mystery illness sickened dozen central china discovered new strain coron,0
7278,assad amp corrupt regime ruled syria 50 year think gone different ethnic,0
3935,destruction aside beautiful,0
9907,course silent cant admit made right call give credit president taken terroris,0
5978,hail hydra,0
9025,china sinkhole six people killed xining street chasm swallow bus sound huge water pipe broke,1
7335,check awesome magic mayhem universe book sale,0
5067,studying important tho hun spare minute need someone talk ab,0
7577,mullah regime became powerful result disaster obama nuclear deal protestors yet,0
8691,ah miss timeless much make gifs bonus card even dont put logo cant ruin,0
10091,weather alert severe thunderstorm warning including goldsboro nc mount olive nc elroy nc 315 pm est,1
2871,hi understand inconvenient could please dm respective airtel number along,0
2904,whale almost extinct whaling co willing kill last whale maximise return investme,0
8345,becomes first state begin process implementation caa yes 40000 nonmuslims set get new li,1
1611,someone started sponsoring bh like notbut sitting president would raze part,0
